,event_date,year,time_precision,event_type,inter1,interaction,latitude,longitude,geo_precision,fatalities,timestamp,timestampcon,newtimestamp
1828,25 March 2015,2015,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1518765567,2015-03-25,1427241600.0
1829,25 March 2015,2015,1,Riots/Protests,5,55,6.5144,3.3584,1,0,1518765567,2015-03-25,1427241600.0
1831,25 March 2015,2015,1,Riots/Protests,5,15,5.4833,7.0304,1,0,1524053922,2015-03-25,1427241600.0
1833,25 March 2015,2015,1,Violence against civilians,3,37,7.4667,4.35,1,0,1518765567,2015-03-25,1427241600.0
1835,25 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-25,1427241600.0
1836,25 March 2015,2015,1,Battle-No change of territory,8,28,13.3747,12.795,1,0,1524053922,2015-03-25,1427241600.0
1838,25 March 2015,2015,1,Riots/Protests,6,60,5.8931,7.9374,1,0,1518765567,2015-03-25,1427241600.0
1839,25 March 2015,2015,1,Riots/Protests,6,60,7.15,3.35,1,0,1524053922,2015-03-25,1427241600.0
1840,25 March 2015,2015,1,Riots/Protests,6,60,6.3163,8.1169,1,0,1518765567,2015-03-25,1427241600.0
1841,24 March 2015,2015,1,Battle-No change of territory,8,28,13.3747,12.795,1,0,1524053922,2015-03-24,1427155200.0
1843,24 March 2015,2015,2,Riots/Protests,6,60,6.1454,6.7885,1,0,1518765567,2015-03-24,1427155200.0
1844,24 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-24,1427155200.0
1845,24 March 2015,2015,1,Riots/Protests,5,55,5.3435,6.6532,1,0,1518765567,2015-03-24,1427155200.0
1847,24 March 2015,2015,1,Riots/Protests,6,60,6.335,5.6275,1,0,1524053922,2015-03-24,1427155200.0
1848,23 March 2015,2015,1,Riots/Protests,6,60,6.492000000000001,5.5883,1,0,1518765567,2015-03-23,1427068800.0
1849,23 March 2015,2015,1,Riots/Protests,5,55,5.3435,6.6532,2,0,1518765567,2015-03-23,1427068800.0
1851,23 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-23,1427068800.0
1852,23 March 2015,2015,1,Riots/Protests,5,55,10.5222,7.4383,1,0,1518765567,2015-03-23,1427068800.0
1854,23 March 2015,2015,2,Riots/Protests,6,60,7.7667,3.9167,1,0,1518765567,2015-03-23,1427068800.0
1855,23 March 2015,2015,2,Riots/Protests,6,60,7.6797,3.9614,1,0,1518765567,2015-03-23,1427068800.0
1856,23 March 2015,2015,2,Riots/Protests,6,60,7.6856,3.7969,1,0,1518765567,2015-03-23,1427068800.0
1857,23 March 2015,2015,2,Riots/Protests,6,60,7.8,3.9,1,0,1518765567,2015-03-23,1427068800.0
1858,23 March 2015,2015,2,Riots/Protests,6,60,7.7136,3.9172,1,0,1518765567,2015-03-23,1427068800.0
1859,23 March 2015,2015,2,Riots/Protests,6,60,7.8167,3.9667,1,0,1518765567,2015-03-23,1427068800.0
1860,23 March 2015,2015,1,Violence against civilians,4,47,7.65,10.2167,1,5,1518765567,2015-03-23,1427068800.0
1862,23 March 2015,2015,2,Riots/Protests,6,60,7.7833,3.95,1,0,1518765567,2015-03-23,1427068800.0
1863,22 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-22,1426982400.0
1864,22 March 2015,2015,1,Violence against civilians,2,27,11.8482,12.9375,1,2,1524053922,2015-03-22,1426982400.0
1866,21 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-21,1426896000.0
1867,21 March 2015,2015,2,Violence against civilians,3,37,4.7860000000000005,7.1269,2,1,1524053922,2015-03-21,1426896000.0
1869,21 March 2015,2015,2,Violence against civilians,3,37,11.7594,9.3392,1,0,1524053922,2015-03-21,1426896000.0
1871,21 March 2015,2015,1,Battle-No change of territory,1,12,11.5221,13.6856,1,20,1524053922,2015-03-21,1426896000.0
1873,20 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1524053922,2015-03-20,1426809600.0
1874,20 March 2015,2015,1,Violence against civilians,3,37,4.8385,6.9611,1,0,1524053922,2015-03-20,1426809600.0
1876,20 March 2015,2015,1,Violence against civilians,3,37,4.8385,6.9611,1,1,1524053922,2015-03-20,1426809600.0
1878,20 March 2015,2015,1,Violence against civilians,3,37,4.9335,6.949,1,2,1524053922,2015-03-20,1426809600.0
1880,20 March 2015,2015,1,Violence against civilians,3,37,12.1377,5.4665,1,0,1524053922,2015-03-20,1426809600.0
1882,19 March 2015,2015,1,Riots/Protests,6,60,12.7433,4.5269,1,0,1524053922,2015-03-19,1426723200.0
1883,19 March 2015,2015,1,Remote violence,3,37,4.9247,6.2642,1,0,1524053922,2015-03-19,1426723200.0
1885,19 March 2015,2015,2,Riots/Protests,6,60,5.0333,7.9266,1,0,1524053922,2015-03-19,1426723200.0
1886,19 March 2015,2015,1,Violence against civilians,4,47,11.9553,8.5723,1,0,1518765567,2015-03-19,1426723200.0
1888,19 March 2015,2015,1,Riots/Protests,5,50,4.7774,7.0134,1,0,1518765567,2015-03-19,1426723200.0
1889,19 March 2015,2015,1,Violence against civilians,4,47,6.3144,7.4258,1,1,1518765567,2015-03-19,1426723200.0
1891,19 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-19,1426723200.0
1892,19 March 2015,2015,1,Violence against civilians,2,27,12.373,14.2069,1,3,1524053922,2015-03-19,1426723200.0
1894,19 March 2015,2015,1,Violence against civilians,2,27,12.2727,14.1612,1,13,1524053922,2015-03-19,1426723200.0
1896,18 March 2015,2015,1,Riots/Protests,5,50,7.1694,9.2847,1,0,1524053922,2015-03-18,1426636800.0
1897,18 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-18,1426636800.0
1898,18 March 2015,2015,1,Riots/Protests,6,60,8.5,4.55,1,0,1518765567,2015-03-18,1426636800.0
1899,18 March 2015,2015,1,Violence against civilians,2,27,12.373,14.2069,1,8,1524053922,2015-03-18,1426636800.0
1901,17 March 2015,2015,1,Violence against civilians,4,47,5.4833,7.0304,1,1,1518765567,2015-03-17,1426550400.0
1903,17 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1518765567,2015-03-17,1426550400.0
1904,17 March 2015,2015,1,Riots/Protests,6,60,9.9285,8.8921,1,0,1518765567,2015-03-17,1426550400.0
1905,17 March 2015,2015,1,Violence against civilians,3,37,7.1694,9.2847,1,0,1524053922,2015-03-17,1426550400.0
1907,17 March 2015,2015,2,Riots/Protests,6,60,6.2006,6.7339,1,0,1524053922,2015-03-17,1426550400.0
1908,17 March 2015,2015,1,Riots/Protests,5,15,6.4613,3.3696,1,1,1524053922,2015-03-17,1426550400.0
1910,16 March 2015,2015,1,Riots/Protests,6,60,6.6096,3.3566,1,0,1524053922,2015-03-16,1426464000.0
1911,16 March 2015,2015,2,Riots/Protests,6,60,5.3615,6.1685,1,0,1524053922,2015-03-16,1426464000.0
1912,16 March 2015,2015,1,Riots/Protests,6,60,6.6813,3.2009,1,0,1524053922,2015-03-16,1426464000.0
1913,16 March 2015,2015,1,Riots/Protests,6,60,6.4538,3.2059,1,0,1524053922,2015-03-16,1426464000.0
1914,16 March 2015,2015,1,Riots/Protests,6,60,6.5472,3.3703,1,0,1524053922,2015-03-16,1426464000.0
1915,16 March 2015,2015,1,Strategic development,1,13,11.8464,13.1603,1,0,1524053922,2015-03-16,1426464000.0
1917,16 March 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1524053922,2015-03-16,1426464000.0
1918,16 March 2015,2015,1,Non-violent transfer of territory,1,12,11.4833,12.3144,1,0,1524053922,2015-03-16,1426464000.0
1920,16 March 2015,2015,1,Riots/Protests,5,50,8.5,4.55,1,0,1518765567,2015-03-16,1426464000.0
1921,16 March 2015,2015,1,Battle-No change of territory,1,12,13.0977,12.4952,1,10,1524053922,2015-03-16,1426464000.0
1923,16 March 2015,2015,1,Riots/Protests,6,16,6.335,5.6275,1,0,1524053922,2015-03-16,1426464000.0
1925,16 March 2015,2015,1,Battle-Government regains territory,1,12,11.5221,13.6856,1,0,1524053922,2015-03-16,1426464000.0
1927,16 March 2015,2015,1,Remote violence,3,37,6.2976,7.3718,1,0,1518765567,2015-03-16,1426464000.0
1929,16 March 2015,2015,1,Violence against civilians,2,27,11.5221,13.6856,1,12,1524053922,2015-03-16,1426464000.0
1931,15 March 2015,2015,1,Battle-No change of territory,1,13,11.665,14.040999999999999,1,3,1524053922,2015-03-15,1426377600.0
1933,15 March 2015,2015,1,Violence against civilians,3,37,7.75,4.7167,1,0,1518765567,2015-03-15,1426377600.0
1935,15 March 2015,2015,1,Violence against civilians,4,47,7.0621,8.0775,1,90,1518765567,2015-03-15,1426377600.0
1937,15 March 2015,2015,1,Battle-No change of territory,1,12,13.0977,12.4952,1,10,1524053922,2015-03-15,1426377600.0
1939,15 March 2015,2015,1,Violence against civilians,3,37,11.4459,9.4984,1,1,1524053922,2015-03-15,1426377600.0
1941,14 March 2015,2015,1,Strategic development,3,13,11.8464,13.1603,1,0,1524053923,2015-03-14,1426291200.0
1943,14 March 2015,2015,1,Violence against civilians,3,37,4.7317,6.7722,1,2,1524053923,2015-03-14,1426291200.0
1945,13 March 2015,2015,1,Violence against civilians,3,37,7.8024,6.742999999999999,1,0,1524053923,2015-03-13,1426204800.0
1947,13 March 2015,2015,1,Battle-No change of territory,8,28,11.2667,13.9667,1,0,1524053923,2015-03-13,1426204800.0
1949,13 March 2015,2015,1,Battle-No change of territory,3,13,7.8024,6.742999999999999,1,1,1524053923,2015-03-13,1426204800.0
1951,13 March 2015,2015,2,Battle-Government regains territory,1,12,10.4415,9.2396,2,10,1524053923,2015-03-13,1426204800.0
1953,13 March 2015,2015,1,Riots/Protests,6,60,6.4426,7.5022,1,0,1524053923,2015-03-13,1426204800.0
1954,13 March 2015,2015,2,Battle-Government regains territory,1,12,11.0162,8.9024,2,10,1524053923,2015-03-13,1426204800.0
1956,12 March 2015,2015,1,Riots/Protests,6,60,5.8941,5.6767,1,0,1518765567,2015-03-12,1426118400.0
1957,12 March 2015,2015,2,Riots/Protests,6,60,5.3071,6.9437,1,0,1524053923,2015-03-12,1426118400.0
1958,12 March 2015,2015,1,Battle-No change of territory,8,28,11.2667,13.9667,1,0,1524053923,2015-03-12,1426118400.0
1960,12 March 2015,2015,1,Riots/Protests,6,60,5.5546,5.7862,1,0,1518765567,2015-03-12,1426118400.0
1961,12 March 2015,2015,1,Riots/Protests,6,60,6.4426,7.5022,1,0,1518765567,2015-03-12,1426118400.0
1962,11 March 2015,2015,2,Battle-Government regains territory,1,12,9.9956,13.2181,1,0,1524053923,2015-03-11,1426032000.0
1964,11 March 2015,2015,2,Battle-Government regains territory,1,12,10.8937,13.6229,1,0,1524053923,2015-03-11,1426032000.0
1966,11 March 2015,2015,2,Battle-Government regains territory,1,12,13.6169,13.2644,1,0,1524053923,2015-03-11,1426032000.0
1968,11 March 2015,2015,1,Riots/Protests,6,60,5.0333,7.9266,1,0,1518765567,2015-03-11,1426032000.0
1969,11 March 2015,2015,2,Battle-Government regains territory,1,12,10.4551,13.2223,1,0,1524053923,2015-03-11,1426032000.0
1971,11 March 2015,2015,2,Battle-Government regains territory,1,12,10.5167,13.2667,1,0,1524053923,2015-03-11,1426032000.0
1973,11 March 2015,2015,1,Riots/Protests,5,50,12.0001,8.5167,1,0,1518765567,2015-03-11,1426032000.0
1974,11 March 2015,2015,2,Battle-Government regains territory,1,12,12.0787,14.4519,1,0,1524053923,2015-03-11,1426032000.0
1976,11 March 2015,2015,2,Battle-Government regains territory,1,12,12.0787,14.4519,1,0,1524053923,2015-03-11,1426032000.0
1978,11 March 2015,2015,1,Violence against civilians,3,37,7.1973,8.972000000000001,1,4,1518765567,2015-03-11,1426032000.0
1980,11 March 2015,2015,1,Riots/Protests,6,60,4.7928,5.891,1,0,1518765567,2015-03-11,1426032000.0
1981,11 March 2015,2015,1,Riots/Protests,6,60,7.4361,5.4593,1,0,1524053923,2015-03-11,1426032000.0
1982,11 March 2015,2015,1,Violence against civilians,4,47,9.5333,8.9,2,4,1518765567,2015-03-11,1426032000.0
1984,11 March 2015,2015,1,Riots/Protests,6,60,6.2101,7.0741,1,0,1524053923,2015-03-11,1426032000.0
1985,11 March 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765567,2015-03-11,1426032000.0
1986,10 March 2015,2015,1,Violence against civilians,4,47,7.5,9.3333,2,2,1524053923,2015-03-10,1425945600.0
1988,10 March 2015,2015,1,Riots/Protests,5,55,4.7774,7.0134,1,0,1524053923,2015-03-10,1425945600.0
1990,10 March 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1524053923,2015-03-10,1425945600.0
1991,10 March 2015,2015,1,Violence against civilians,2,27,11.7652,12.2605,1,1,1524053923,2015-03-10,1425945600.0
1993,10 March 2015,2015,1,Violence against civilians,4,47,10.6159,13.3849,2,16,1524053923,2015-03-10,1425945600.0
1995,10 March 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,34,1524053923,2015-03-10,1425945600.0
1997,10 March 2015,2015,1,Violence against civilians,4,47,10.6264,13.5423,1,17,1524053923,2015-03-10,1425945600.0
1999,10 March 2015,2015,1,Riots/Protests,5,55,6.7129,8.3917,1,2,1518765567,2015-03-10,1425945600.0
2001,10 March 2015,2015,1,Battle-No change of territory,1,12,10.1614,12.7399,1,10,1524053923,2015-03-10,1425945600.0
2003,10 March 2015,2015,1,Violence against civilians,4,47,9.5333,8.9,2,2,1518765567,2015-03-10,1425945600.0
2005,10 March 2015,2015,1,Battle-Government regains territory,1,12,11.5221,13.6856,1,0,1524053923,2015-03-10,1425945600.0
2007,10 March 2015,2015,1,Riots/Protests,6,60,7.0667,6.2667,1,0,1524053923,2015-03-10,1425945600.0
2008,10 March 2015,2015,1,Riots/Protests,6,60,5.074,6.6535,2,0,1524053923,2015-03-10,1425945600.0
2009,09 March 2015,2015,2,Battle-Government regains territory,8,28,13.0977,12.4952,1,0,1524053923,2015-03-09,1425859200.0
2011,09 March 2015,2015,1,Violence against civilians,4,47,7.5,9.3333,2,1,1524053923,2015-03-09,1425859200.0
2013,09 March 2015,2015,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1518765567,2015-03-09,1425859200.0
2014,09 March 2015,2015,1,Riots/Protests,5,15,7.4361,5.4593,1,0,1524053923,2015-03-09,1425859200.0
2016,09 March 2015,2015,1,Riots/Protests,5,55,6.7129,8.3917,1,2,1518765567,2015-03-09,1425859200.0
2018,09 March 2015,2015,2,Violence against civilians,2,27,13.0977,12.4952,1,50,1524053923,2015-03-09,1425859200.0
2020,08 March 2015,2015,1,Violence against civilians,4,47,7.5,9.3333,2,1,1524053923,2015-03-08,1425772800.0
2022,08 March 2015,2015,1,Battle-No change of territory,8,28,13.2589,12.6276,2,70,1524053923,2015-03-08,1425772800.0
2024,08 March 2015,2015,1,Violence against civilians,1,17,9.4641,8.4513,1,6,1524053923,2015-03-08,1425772800.0
2026,08 March 2015,2015,1,Violence against civilians,4,47,9.5333,8.9,1,7,1524053923,2015-03-08,1425772800.0
2028,08 March 2015,2015,1,Riots/Protests,5,15,9.4641,8.4513,1,4,1524053923,2015-03-08,1425772800.0
2030,08 March 2015,2015,1,Violence against civilians,4,47,9.5333,8.9,1,2,1524053923,2015-03-08,1425772800.0
2032,08 March 2015,2015,1,Riots/Protests,5,50,9.5333,8.9,1,0,1518765567,2015-03-08,1425772800.0
2033,07 March 2015,2015,1,Violence against civilians,4,47,7.5,9.3333,2,1,1524053923,2015-03-07,1425686400.0
2035,07 March 2015,2015,1,Riots/Protests,6,60,5.3615,6.1685,1,0,1518765567,2015-03-07,1425686400.0
2036,07 March 2015,2015,1,Riots/Protests,5,50,5.4833,7.0304,2,0,1518765567,2015-03-07,1425686400.0
2037,07 March 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,58,1524053923,2015-03-07,1425686400.0
2039,07 March 2015,2015,1,Remote violence,8,28,13.2589,12.6276,2,70,1524053923,2015-03-07,1425686400.0
2041,07 March 2015,2015,1,Battle-Government regains territory,1,12,11.2689,11.9994,1,0,1524053923,2015-03-07,1425686400.0
2043,07 March 2015,2015,1,Battle-Government regains territory,1,12,11.2002,12.0314,1,0,1524053923,2015-03-07,1425686400.0
2045,07 March 2015,2015,1,Strategic development,2,20,11.8464,13.1603,3,0,1525109203,2015-03-07,1425686400.0
2046,06 March 2015,2015,1,Battle-Government regains territory,1,12,12.3611,13.8246,1,0,1524053923,2015-03-06,1425600000.0
2048,06 March 2015,2015,1,Remote violence,8,28,13.2589,12.6276,2,70,1524053923,2015-03-06,1425600000.0
2050,05 March 2015,2015,1,Riots/Protests,6,60,10.6129,12.1946,1,0,1518765567,2015-03-05,1425513600.0
2051,05 March 2015,2015,1,Riots/Protests,5,55,8.3913,10.5142,1,0,1518765567,2015-03-05,1425513600.0
2053,05 March 2015,2015,2,Riots/Protests,6,60,6.4699,3.2958,2,0,1524053923,2015-03-05,1425513600.0
2054,04 March 2015,2015,1,Riots/Protests,5,50,4.9247,6.2642,2,0,1524053923,2015-03-04,1425427200.0
2055,04 March 2015,2015,1,Riots/Protests,6,60,4.9247,6.2642,1,0,1524053923,2015-03-04,1425427200.0
2056,04 March 2015,2015,1,Riots/Protests,6,60,5.5167,5.75,1,0,1518765567,2015-03-04,1425427200.0
2057,04 March 2015,2015,1,Riots/Protests,5,50,11.3348,7.857,1,0,1518765567,2015-03-04,1425427200.0
2058,04 March 2015,2015,1,Riots/Protests,5,50,10.4721,7.0599,1,0,1518765567,2015-03-04,1425427200.0
2059,04 March 2015,2015,1,Battle-No change of territory,4,44,8.3913,10.5142,1,2,1524053923,2015-03-04,1425427200.0
2061,04 March 2015,2015,1,Violence against civilians,2,27,10.2167,12.05,1,9,1524053923,2015-03-04,1425427200.0
2063,04 March 2015,2015,1,Riots/Protests,5,50,10.6798,8.2776,1,0,1518765567,2015-03-04,1425427200.0
2064,04 March 2015,2015,1,Riots/Protests,5,15,5.5419,6.2275,1,0,1524053923,2015-03-04,1425427200.0
2066,04 March 2015,2015,2,Battle-Government regains territory,1,12,12.1,13.7,1,0,1524053923,2015-03-04,1425427200.0
2068,04 March 2015,2015,2,Riots/Protests,6,60,6.4531,3.3958,1,0,1524053923,2015-03-04,1425427200.0
2069,04 March 2015,2015,1,Riots/Protests,5,50,10.7889,7.7749,2,0,1518765567,2015-03-04,1425427200.0
2070,04 March 2015,2015,1,Riots/Protests,6,60,6.3163,8.1169,1,0,1518765567,2015-03-04,1425427200.0
2071,03 March 2015,2015,1,Riots/Protests,6,66,6.4531,3.3958,1,0,1524053923,2015-03-03,1425340800.0
2073,03 March 2015,2015,1,Violence against civilians,2,27,11.1036,13.713,1,10,1524053923,2015-03-03,1425340800.0
2075,03 March 2015,2015,1,Violence against civilians,2,27,11.155999999999999,12.7576,2,68,1524053923,2015-03-03,1425340800.0
2077,03 March 2015,2015,1,Violence against civilians,4,47,7.7573,8.7521,1,1,1518765567,2015-03-03,1425340800.0
2079,02 March 2015,2015,1,Riots/Protests,6,60,5.5263,7.4896,1,0,1524053923,2015-03-02,1425254400.0
2080,02 March 2015,2015,1,Riots/Protests,6,16,4.7774,7.0134,1,0,1524053923,2015-03-02,1425254400.0
2082,02 March 2015,2015,1,Riots/Protests,5,15,7.7411,8.5121,1,0,1524053923,2015-03-02,1425254400.0
2084,02 March 2015,2015,1,Battle-No change of territory,1,12,11.6558,13.4213,1,74,1524053923,2015-03-02,1425254400.0
2086,02 March 2015,2015,3,Violence against civilians,2,27,11.8464,13.1603,1,2,1524053923,2015-03-02,1425254400.0
2088,02 March 2015,2015,1,Violence against civilians,4,47,7.8155,8.8604,2,1,1524053923,2015-03-02,1425254400.0
2090,02 March 2015,2015,1,Battle-Government regains territory,8,28,12.024000000000001,13.9165,1,100,1524053923,2015-03-02,1425254400.0
2092,02 March 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053923,2015-03-02,1425254400.0
2093,02 March 2015,2015,1,Riots/Protests,6,60,6.3163,8.1169,1,0,1518765567,2015-03-02,1425254400.0
2094,01 March 2015,2015,3,Battle-Government regains territory,1,12,11.7438,14.5654,1,0,1524053923,2015-03-01,1425168000.0
2096,01 March 2015,2015,2,Riots/Protests,6,60,5.5263,7.4896,1,0,1524053923,2015-03-01,1425168000.0
2097,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.7333,13.6667,1,0,1524053923,2015-03-01,1425168000.0
2099,01 March 2015,2015,3,Battle-Government regains territory,1,12,11.1388,7.7642,1,0,1524053923,2015-03-01,1425168000.0
2101,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.3611,13.8246,1,0,1524053923,2015-03-01,1425168000.0
2103,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.7667,13.7,1,0,1524053923,2015-03-01,1425168000.0
2105,01 March 2015,2015,3,Battle-Government regains territory,1,12,13.3301,13.4608,1,0,1524053923,2015-03-01,1425168000.0
2107,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.373,14.2069,1,0,1524053923,2015-03-01,1425168000.0
2109,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.493,13.2091,2,0,1524053923,2015-03-01,1425168000.0
2111,01 March 2015,2015,3,Battle-Government regains territory,1,12,12.9452,13.6723,1,0,1524053923,2015-03-01,1425168000.0
2113,01 March 2015,2015,3,Battle-Government regains territory,1,12,11.038,11.7336,1,0,1524053923,2015-03-01,1425168000.0
2115,01 March 2015,2015,3,Battle-Government regains territory,1,12,10.6129,12.1946,2,0,1524053923,2015-03-01,1425168000.0
2117,01 March 2015,2015,1,Violence against civilians,4,47,10.3134,9.8433,1,1,1524053923,2015-03-01,1425168000.0
2119,28 February 2015,2015,2,Battle-Government regains territory,1,12,11.3573,11.2475,1,0,1524053923,2015-02-28,1425081600.0
2121,28 February 2015,2015,1,Violence against civilians,2,27,11.7652,12.2605,1,5,1524053923,2015-02-28,1425081600.0
2123,28 February 2015,2015,2,Riots/Protests,5,55,6.91,3.6656,1,0,1518765567,2015-02-28,1425081600.0
2125,28 February 2015,2015,2,Riots/Protests,6,60,6.6155,3.5087,1,0,1518765567,2015-02-28,1425081600.0
2126,28 February 2015,2015,2,Battle-Government regains territory,1,12,10.7994,13.4622,1,0,1524053923,2015-02-28,1425081600.0
2128,28 February 2015,2015,2,Battle-No change of territory,1,12,11.5032,11.9367,1,0,1524053923,2015-02-28,1425081600.0
2130,28 February 2015,2015,2,Battle-Government regains territory,1,12,10.9368,11.6848,1,0,1524053923,2015-02-28,1425081600.0
